REG_Number,Department,Graduation_Year,CGPA,Internship,Internship_Months,Projects_Count,Certifications_Count,Python_Skill,SQL_Skill,DSA_Skill,DBMS_Skill,OOP_Skill,Computer_Networks_Skill,Operating_Systems_Skill,Web_Development_Skill,Cloud_Computing_Skill,Machine_Learning_Skill,Communication_Skill,Problem_Solving_Skill,Industry_Python_Required,Industry_SQL_Required,Industry_DSA_Required,Industry_DBMS_Required,Industry_OOP_Required,Industry_Computer_Networks_Required,Industry_Operating_Systems_Required,Industry_Web_Development_Required,Industry_Cloud_Computing_Required,Industry_Machine_Learning_Required,Industry_Communication_Required,Industry_Problem_Solving_Required,Python_Gap,SQL_Gap,DSA_Gap,DBMS_Gap,OOP_Gap,Computer_Networks_Gap,Operating_Systems_Gap,Web_Development_Gap,Cloud_Computing_Gap,Machine_Learning_Gap,Communication_Gap,Problem_Solving_Gap,Overall_Skill_Gap,Skill_Alignment_Percentage,Placement_Status,event_timestamp
231FA04833,CSE,2027,8.31,Yes,3,5,2,7.9,7.1,8,7.3,7.3,6.2,7.5,6.6,8.4,6.3,7.7,7,7,7,7,6,8,6,7,8,7,7,8,8,0,0,0,0,0.7,0,0,1.4,0,0.7,0.3,1,0.34,96.6,Placed,2026-07-28 00:00:00
231FA04834,CSE,2027,7.59,Yes,6,4,1,7.3,6.9,6,8.3,5.9,7.8,4.9,6.6,8.9,6.6,7.1,9,7,8,8,8,8,7,6,8,7,7,9,9,0,1.1,2,0,2.1,0,1.1,1.4,0,0.4,1.9,0,0.83,91.7,Placed,2026-07-28 06:00:00
231FA04835,CSE,2027,7.51,Yes,4,3,3,6.8,7.3,7.8,5.3,6.4,7.2,5,8.7,7.9,7.8,8.7,7.9,8,9,8,6,9,7,7,7,7,7,8,8,1.2,1.7,0.2,0.7,2.6,0,2,0,0,0,0,0.1,0.71,92.9,Placed,2026-07-28 12:00:00
231FA04836,CSE,2027,9.8,Yes,5,5,3,7.4,5.7,6.8,6.9,8.5,7.8,5.7,8.8,9.4,9.5,6.3,8.1,8,8,7,8,8,7,6,8,6,7,8,7,0.6,2.3,0.2,1.1,0,0,0.3,0,0,0,1.7,0,0.52,94.8,Placed,2026-07-28 18:00:00
231FA04837,CSE-DS,2027,7.87,Yes,6,4,3,5.9,9.6,7.2,6.7,6.5,7.6,7.8,5.1,8.9,7.8,8.9,9.3,7,7,9,7,8,7,7,6,7,6,7,9,1.1,0,1.8,0.3,1.5,0,0,0.9,0,0,0,0,0.47,95.3,Placed,2026-07-29 00:00:00
231FA04838,CSE,2027,7.09,Yes,10,3,0,6.6,7.7,6,6.1,8.6,5.8,6.9,5.5,5.9,6,8.5,7.3,8,8,7,7,8,6,7,7,7,7,7,8,1.4,0.3,1,0.9,0,0.2,0.1,1.5,1.1,1,0,0.7,0.68,93.2,Placed,2026-07-29 06:00:00
231FA04839,CSE-AIML,2027,7.33,No,0,3,3,7.8,4.5,6.8,6.3,7.4,9.8,3.8,7.3,9.5,6.1,7,7.6,7,8,8,7,7,6,7,8,7,8,7,8,0,3.5,1.2,0.7,0,0,3.2,0.7,0,1.9,0,0.4,0.97,90.3,Placed,2026-07-29 12:00:00
231FA04840,CSE-AIML,2027,8.51,Yes,6,5,5,4.9,7.9,6.6,10,7.3,6.7,8.7,8.2,8.7,10,6.9,9.8,7,8,8,6,8,6,6,7,7,7,8,8,2.1,0.1,1.4,0,0.7,0,0,0,0,0,1.1,0,0.45,95.5,Placed,2026-07-29 18:00:00
231FA04841,CSE,2027,7.73,No,0,2,2,9,5.7,5.8,6.7,6.4,8.8,5.6,7,5.7,6.8,9.3,8.9,8,7,8,8,9,6,6,7,7,6,9,8,0,1.3,2.2,1.3,2.6,0,0.4,0,1.3,0,0,0,0.76,92.4,Placed,2026-07-30 00:00:00
231FA04842,CSE-AIML,2027,6.57,Yes,12,3,1,7.1,7.4,7.2,6.3,9,8.3,6.9,6.4,6.5,7.1,6.6,8.1,8,8,8,6,8,7,7,6,8,7,7,8,0.9,0.6,0.8,0,0,0,0.1,0,1.5,0,0.4,0,0.36,96.4,Not Placed,2026-07-30 06:00:00
231FA04843,CSE,2027,8.34,No,0,4,2,7.6,5.8,5.6,8.2,5.6,6.6,6.5,5.5,7.4,6.9,6.2,9.6,8,7,8,7,8,7,7,8,7,8,8,8,0.4,1.2,2.4,0,2.4,0.4,0.5,2.5,0,1.1,1.8,0,1.06,89.4,Placed,2026-07-30 12:00:00
231FA04844,CSE-DS,2027,7.15,No,0,2,3,3.6,5.5,5.9,4.9,9.4,9.4,5.8,8.2,7.4,8.7,6.5,7.1,9,8,8,6,8,7,8,6,7,7,8,9,5.4,2.5,2.1,1.1,0,0,2.2,0,0,0,1.5,1.9,1.39,86.1,Placed,2026-07-30 18:00:00
231FA04845,CSE,2027,9.05,No,0,2,5,8.9,8.7,7.3,6,6.2,4.8,8.1,7.4,7.5,7.1,5.7,7.5,8,8,8,6,8,7,6,7,7,7,9,9,0,0,0.7,0,1.8,2.2,0,0,0,0,3.3,1.5,0.79,92.1,Placed,2026-07-31 00:00:00
231FA04846,CSE,2027,8.46,No,0,7,1,8.1,6.2,7.3,6.5,7,5.9,7,9.3,6.7,6.5,6.5,7.1,8,8,8,6,8,6,8,7,7,6,8,8,0,1.8,0.7,0,1,0.1,1,0,0.3,0,1.5,0.9,0.61,93.9,Placed,2026-07-31 06:00:00
231FA04847,CSE,2027,7.31,No,0,2,0,8.6,8.2,6.2,5.6,4.2,5.3,3.9,7.3,8.1,5.9,6.9,5,8,9,9,6,7,6,8,8,7,7,8,9,0,0.8,2.8,0.4,2.8,0.7,4.1,0.7,0,1.1,1.1,4,1.54,84.6,Placed,2026-07-31 12:00:00
231FA04848,CSE-DS,2027,8.61,Yes,6,5,2,5,7.5,7.9,9.5,10,7,8.5,7.8,7.4,7.3,7.2,7.3,8,8,7,8,9,7,7,7,7,7,8,7,3,0.5,0,0,0,0,0,0,0,0,0.8,0,0.36,96.4,Placed,2026-07-31 18:00:00
231FA04849,CSE,2027,7.7,Yes,6,2,4,9.1,7.3,9.2,5.9,3.5,6.4,6,5.1,8.6,5.3,7.7,9.5,8,7,9,8,8,7,7,8,7,7,8,8,0,0,0,2.1,4.5,0.6,1,2.9,0,1.7,0.3,0,1.09,89.1,Not Placed,2026-08-01 00:00:00
231FA04850,CSE-AIML,2027,8.29,Yes,2,2,1,5.4,6.6,8.6,6.4,7.3,7.7,7.1,6.3,5.9,5.5,7.6,6.1,8,9,8,8,8,7,8,7,7,7,8,8,2.6,2.4,0,1.6,0.7,0,0.9,0.7,1.1,1.5,0.4,1.9,1.15,88.5,Placed,2026-08-01 06:00:00
231FA04851,CSE,2027,8.01,No,0,4,5,8.7,9.2,5.7,8.1,9.8,6.1,8.7,7.9,8.4,6.2,9.6,6.3,9,8,8,7,8,7,7,8,7,7,9,8,0.3,0,2.3,0,0,0.9,0,0.1,0,0.8,0,1.7,0.51,94.9,Placed,2026-08-01 12:00:00
231FA04852,CSE-AIML,2027,7.02,No,0,6,2,7.8,6.9,7.7,5.8,5.4,7.3,6.5,6.5,7.7,5.1,8.5,7.1,7,8,8,7,8,7,6,7,7,7,8,8,0,1.1,0.3,1.2,2.6,0,0,0.5,0,1.9,0,0.9,0.71,92.9,Not Placed,2026-08-01 18:00:00
231FA04853,CSE,2027,7.17,Yes,6,3,1,7.7,7.4,7.5,5.3,8.2,7.1,6.2,6.6,7.2,7,7.5,8.8,8,9,8,6,8,6,7,7,7,7,8,9,0.3,1.6,0.5,0.7,0,0,0.8,0.4,0,0,0.5,0.2,0.42,95.8,Placed,2026-08-02 00:00:00
231FA04854,CSE-DS,2027,8.42,Yes,5,4,2,5.9,8.2,7.1,8.7,9.3,7.5,8,8.7,8.5,8.8,6.9,6.6,8,8,9,8,7,6,7,7,7,7,8,8,2.1,0,1.9,0,0,0,0,0,0,0,1.1,1.4,0.54,94.6,Not Placed,2026-08-02 06:00:00
231FA04855,CSE,2027,7.4,Yes,4,5,5,6,7.1,7.3,7.2,8,8,7.3,7.8,8.4,6.4,8.5,6.6,9,8,9,7,8,7,7,7,8,7,9,9,3,0.9,1.7,0,0,0,0,0,0,0.6,0.5,2.4,0.76,92.4,Placed,2026-08-02 12:00:00
231FA04856,CSE,2027,7.35,No,0,2,0,8.2,6.6,6.5,4.2,7.2,6.5,6.6,6.3,7.2,7.4,7,8.1,8,8,8,7,8,8,7,8,7,7,7,8,0,1.4,1.5,2.8,0.8,1.5,0.4,1.7,0,0,0,0,0.84,91.6,Placed,2026-08-02 18:00:00
231FA04857,CSE,2027,6.93,Yes,3,1,4,5.8,6,7.2,7.6,7.4,5.1,5.2,6.5,4.5,7.1,6.6,5.6,9,8,8,6,8,6,6,7,8,7,8,9,3.2,2,0.8,0,0.6,0.9,0.8,0.5,3.5,0,1.4,3.4,1.42,85.8,Not Placed,2026-08-03 00:00:00
231FA04858,CSE,2027,7.97,Yes,8,3,3,6.4,7.2,5.2,6.3,6.8,6.7,6.8,8.8,8.3,6.3,5.8,6.6,8,8,9,7,9,7,7,7,7,7,9,8,1.6,0.8,3.8,0.7,2.2,0.3,0.2,0,0,0.7,3.2,1.4,1.24,87.6,Placed,2026-08-03 06:00:00
231FA04859,CSE-AIML,2027,9.2,Yes,10,3,1,8.7,4.5,7.3,6.8,8.7,8.4,5.3,8.7,4.3,7.9,8.1,9.3,9,8,7,8,8,6,6,8,6,8,7,8,0.3,3.5,0,1.2,0,0,0.7,0,1.7,0.1,0,0,0.62,93.8,Not Placed,2026-08-03 12:00:00
231FA04860,CSE,2027,6.85,Yes,6,2,2,7,5.8,5.4,8.5,8.8,6.1,6.7,8.4,7.6,6.4,5.7,5.6,8,7,9,6,7,7,7,7,6,8,8,8,1,1.2,3.6,0,0,0.9,0.3,0,0,1.6,2.3,2.4,1.11,88.9,Placed,2026-08-03 18:00:00
231FA04861,CSE-AIML,2027,7.67,No,0,2,4,8,6.3,6.3,7.6,6.9,7.3,6.4,6.3,5.9,7.7,6.9,7.2,7,8,9,6,8,7,7,6,7,7,7,8,0,1.7,2.7,0,1.1,0,0.6,0,1.1,0,0.1,0.8,0.68,93.2,Placed,2026-08-04 00:00:00
231FA04862,CSE,2027,8.71,No,0,3,4,5.8,8,7.5,8,7.6,7.5,4.8,8.5,5.5,8.4,7,5.1,8,9,8,7,8,6,7,6,8,8,8,8,2.2,1,0.5,0,0.4,0,2.2,0,2.5,0,1,2.9,1.06,89.4,Placed,2026-08-04 06:00:00
231FA04863,CSE,2027,7.59,No,0,3,1,6.6,4.8,8,6,5.4,7.5,6.6,7.3,6.5,8.1,6.2,4.7,8,8,7,7,8,6,7,6,8,6,8,7,1.4,3.2,0,1,2.6,0,0.4,0,1.5,0,1.8,2.3,1.18,88.2,Placed,2026-08-04 12:00:00
231FA04864,CSE,2027,7.99,Yes,8,4,3,5.9,7.8,6.4,8.8,5.8,8.5,6.7,8.9,7.9,7.5,8,8.8,8,8,7,7,8,7,7,6,7,7,8,9,2.1,0.2,0.6,0,2.2,0,0.3,0,0,0,0,0.2,0.47,95.3,Placed,2026-08-04 18:00:00
231FA04865,CSE,2027,6.85,No,0,4,5,6.9,4.6,8.5,6.6,10,6.2,6.5,7.9,7.9,7.5,6.3,5.5,9,8,8,7,8,7,6,7,7,6,7,8,2.1,3.4,0,0.4,0,0.8,0,0,0,0,0.7,2.5,0.82,91.8,Not Placed,2026-08-05 00:00:00
231FA04866,CSE-AIML,2027,7.97,Yes,2,3,1,6.1,5,9.5,5.7,6.6,7.8,6.9,6.2,6.7,6.2,6.6,7.4,8,7,8,7,8,8,8,7,7,7,8,8,1.9,2,0,1.3,1.4,0.2,1.1,0.8,0.3,0.8,1.4,0.6,0.98,90.2,Not Placed,2026-08-05 06:00:00
231FA04867,CSE,2027,7.51,No,0,3,3,5.5,8.2,6.9,6.1,6.4,8.3,7.8,7.1,6.1,7.5,6.8,9,8,7,7,7,8,7,7,6,7,6,7,9,2.5,0,0.1,0.9,1.6,0,0,0,0.9,0,0.2,0,0.52,94.8,Not Placed,2026-08-05 12:00:00
231FA04868,CSE,2027,8.39,Yes,4,4,2,7.2,9.3,7.5,5.9,10,5.4,4.7,4.6,10,9.9,7.4,7.8,9,8,8,7,8,7,7,8,7,7,7,8,1.8,0,0.5,1.1,0,1.6,2.3,3.4,0,0,0,0.2,0.91,90.9,Placed,2026-08-05 18:00:00
231FA04869,CSE-DS,2027,8.54,Yes,4,2,2,7.3,4.8,8.8,8.7,5.5,7.4,6.9,6.7,6.2,6.9,6.3,8.3,8,9,8,7,7,7,6,6,8,6,7,8,0.7,4.2,0,0,1.5,0,0,0,1.8,0,0.7,0,0.74,92.6,Placed,2026-08-06 00:00:00
231FA04870,CSE-DS,2027,9.59,No,0,3,1,7,6.2,7,6.9,6.8,7.9,6.7,6.3,5.4,7,8.6,6.9,7,7,8,7,8,7,8,7,6,7,9,8,0,0.8,1,0.1,1.2,0,1.3,0.7,0.6,0,0.4,1.1,0.6,94,Placed,2026-08-06 06:00:00
231FA04871,CSE,2027,8.08,No,0,4,2,6.3,6,4.8,8.4,7.6,7.9,7.3,5.9,6.6,6.3,6.4,6.4,8,8,7,6,8,7,7,7,8,7,8,8,1.7,2,2.2,0,0.4,0,0,1.1,1.4,0.7,1.6,1.6,1.06,89.4,Placed,2026-08-06 12:00:00
231FA04872,CSE,2027,7.89,Yes,8,4,3,8.6,9.7,6.1,7,7.5,6,7.3,7.6,7.1,8,7.2,3.6,8,8,8,7,8,7,7,7,7,7,8,8,0,0,1.9,0,0.5,1,0,0,0,0,0.8,4.4,0.72,92.8,Placed,2026-08-06 18:00:00
231FA04873,CSE-AIML,2027,7.8,No,0,5,5,6.1,9.1,7.9,3.7,5.4,8.2,6.5,3.9,8.6,8.2,6.2,8.8,9,7,9,7,8,6,8,7,7,7,8,9,2.9,0,1.1,3.3,2.6,0,1.5,3.1,0,0,1.8,0.2,1.38,86.2,Not Placed,2026-08-07 00:00:00
231FA04874,CSE,2027,7.39,Yes,5,4,5,6.3,6.5,6.7,4.9,7.8,7.9,6.7,8.1,5.3,8.1,7.7,6.4,7,8,9,7,7,7,7,8,6,7,8,7,0.7,1.5,2.3,2.1,0,0,0.3,0,0.7,0,0.3,0.6,0.71,92.9,Placed,2026-08-07 06:00:00
231FA04875,CSE,2027,7.9,Yes,5,1,2,7.3,5.7,8.1,7.4,7.2,6.2,7.7,8.3,8.8,6.1,7.8,8.5,7,8,8,7,7,7,7,6,7,7,8,8,0,2.3,0,0,0,0.8,0,0,0,0.9,0.2,0,0.35,96.5,Placed,2026-08-07 12:00:00
231FA04876,CSE,2027,7.43,Yes,3,2,3,6.6,8.6,7.1,5.6,6,5.1,6.8,6.7,7.1,8.6,6.8,6.5,7,8,9,7,8,6,6,7,7,7,7,8,0.4,0,1.9,1.4,2,0.9,0,0.3,0,0,0.2,1.5,0.72,92.8,Placed,2026-08-07 18:00:00
231FA04877,CSE-AIML,2027,7.78,Yes,5,4,0,6.7,4.6,7.8,6.7,7,6.7,7.1,5.3,6.9,6.2,7,5.7,9,8,8,7,8,7,7,7,7,7,8,9,2.3,3.4,0.2,0.3,1,0.3,0,1.7,0.1,0.8,1,3.3,1.2,88,Placed,2026-08-08 00:00:00
231FA04878,CSE-AIML,2027,8.64,Yes,4,4,4,8,7.5,5.8,8.6,6.8,7,8.4,8.8,6.8,7.6,8.3,9,8,8,8,7,8,7,7,7,7,7,8,9,0,0.5,2.2,0,1.2,0,0,0,0.2,0,0,0,0.34,96.6,Placed,2026-08-08 06:00:00
231FA04879,CSE,2027,6.9,Yes,6,2,2,6.8,7.3,5.5,4.8,7.4,5.7,5.5,7.5,6.5,7,5.1,5.5,8,9,8,7,8,7,8,7,7,6,8,8,1.2,1.7,2.5,2.2,0.6,1.3,2.5,0,0.5,0,2.9,2.5,1.49,85.1,Placed,2026-08-08 12:00:00
231FA04880,CSE,2027,8.5,Yes,4,3,6,9.5,6.6,7.2,7.7,6.1,9.1,7.4,7.1,8.8,8.6,9.9,6.9,8,7,8,6,8,8,7,6,7,8,8,8,0,0.4,0.8,0,1.9,0,0,0,0,0,0,1.1,0.35,96.5,Placed,2026-08-08 18:00:00
231FA04881,CSE,2027,8.64,No,0,5,2,9.9,8,9.3,8.4,6.4,6.1,4.9,4.7,6.4,8.8,6.6,6.3,8,9,7,7,7,7,7,7,8,7,8,8,0,1,0,0,0.6,0.9,2.1,2.3,1.6,0,1.4,1.7,0.97,90.3,Placed,2026-08-09 00:00:00
231FA04882,CSE-AIML,2027,7.56,Yes,3,2,4,7.8,5.9,9.3,6.6,8.1,6.7,7,8.4,7.3,8.8,6,5.3,8,8,8,7,7,7,7,6,7,8,8,9,0.2,2.1,0,0.4,0,0.3,0,0,0,0,2,3.7,0.72,92.8,Not Placed,2026-08-09 06:00:00
231FA04883,CSE,2027,6.06,No,0,5,4,4.6,8.4,8,6.5,7.2,8.2,6.6,4.6,4.6,5.5,7,5.7,8,9,8,7,8,7,7,7,7,7,9,8,3.4,0.6,0,0.5,0.8,0,0.4,2.4,2.4,1.5,2,2.3,1.36,86.4,Not Placed,2026-08-09 12:00:00
231FA04884,CSE,2027,7.19,Yes,3,4,2,8.3,5.4,6.1,4.7,6.4,7,8.3,7.1,7.9,8.2,7.5,5.9,8,8,9,6,8,6,7,7,7,6,7,8,0,2.6,2.9,1.3,1.6,0,0,0,0,0,0,2.1,0.88,91.2,Placed,2026-08-09 18:00:00
231FA04885,CSE-AIML,2027,8.62,No,0,5,4,7.8,9.2,7,8,8,6.9,8.5,6.9,7.9,7,7.4,8.5,8,8,8,7,8,7,6,7,8,7,8,7,0.2,0,1,0,0,0.1,0,0.1,0.1,0,0.6,0,0.18,98.2,Not Placed,2026-08-10 00:00:00
231FA04886,CSE,2027,7.63,Yes,12,1,1,4.2,7.4,7.5,5.9,6.6,5.4,5.6,7,9.9,7.5,5.6,7.6,9,9,7,8,7,6,7,7,6,6,8,7,4.8,1.6,0,2.1,0.4,0.6,1.4,0,0,0,2.4,0,1.11,88.9,Placed,2026-08-10 06:00:00
231FA04887,CSE-AIML,2027,6.9,Yes,5,3,1,7.4,4.6,6.3,6.5,6.9,6.7,6.9,5.6,6.3,6.4,8.2,5.8,8,8,9,7,7,6,7,8,6,7,8,8,0.6,3.4,2.7,0.5,0.1,0,0.1,2.4,0,0.6,0,2.2,1.05,89.5,Not Placed,2026-08-10 12:00:00
231FA04888,CSE,2027,7.27,Yes,5,7,3,7.1,7,9.4,8.3,6.3,7.9,6.2,7.8,9.1,5,6.2,7.6,8,9,7,7,8,7,7,6,6,7,8,8,0.9,2,0,0,1.7,0,0.8,0,0,2,1.8,0.4,0.8,92,Placed,2026-08-10 18:00:00
231FA04889,CSE,2027,8.28,Yes,10,5,4,7,7.7,7.4,5.4,8.3,5.8,7.7,6.9,10,7.3,7.9,8.2,8,7,8,7,8,7,7,7,7,6,8,8,1,0,0.6,1.6,0,1.2,0,0.1,0,0,0.1,0,0.38,96.2,Not Placed,2026-08-11 00:00:00
231FA04890,CSE,2027,8.06,Yes,12,4,2,7.6,7.1,5.9,7,4.8,7.8,10,7.4,7.6,5.2,6.1,8.3,8,9,8,8,8,7,8,7,7,6,9,8,0.4,1.9,2.1,1,3.2,0,0,0,0,0.8,2.9,0,1.03,89.7,Not Placed,2026-08-11 06:00:00
231FA04891,CSE-AIML,2027,7.47,No,0,2,2,4.8,5.7,7.3,7.6,6.5,6.7,6.7,5.1,6.5,6.9,6.5,4.2,8,8,9,7,8,7,8,7,7,6,8,8,3.2,2.3,1.7,0,1.5,0.3,1.3,1.9,0.5,0,1.5,3.8,1.5,85,Not Placed,2026-08-11 12:00:00
231FA04892,CSE-DS,2027,7.37,No,0,2,4,8.7,5.4,6.8,7.1,6.2,7,5.8,9.4,6.4,7.9,5.4,7.6,9,9,8,7,8,8,7,8,8,7,8,8,0.3,3.6,1.2,0,1.8,1,1.2,0,1.6,0,2.6,0.4,1.14,88.6,Not Placed,2026-08-11 18:00:00
231FA04893,CSE-DS,2027,7.36,No,0,1,2,5.6,4.7,5.1,5.4,6.6,10,9.9,6,7.7,4.9,3.8,6.5,8,8,8,7,8,7,8,7,6,7,8,8,2.4,3.3,2.9,1.6,1.4,0,0,1,0,2.1,4.2,1.5,1.7,83,Not Placed,2026-08-12 00:00:00
231FA04894,CSE,2027,6.96,No,0,4,1,7.3,7.6,8,6.2,6.7,7.7,8.1,5.5,6.9,7.5,6.8,5.9,8,7,8,8,9,8,7,6,6,7,8,8,0.7,0,0,1.8,2.3,0.3,0,0.5,0,0,1.2,2.1,0.74,92.6,Placed,2026-08-12 06:00:00
231FA04895,CSE-AIML,2027,8.86,Yes,4,2,3,7.2,7.8,6.2,5.7,9.7,7.4,8.3,7.4,8.5,7.3,7.9,5.8,7,8,7,7,8,6,8,7,7,6,8,8,0,0.2,0.8,1.3,0,0,0,0,0,0,0.1,2.2,0.38,96.2,Placed,2026-08-12 12:00:00
231FA04896,CSE,2027,7.41,Yes,6,5,0,4.8,6.4,5.2,4.3,7.4,4.8,8.2,8.8,5.2,7.3,9.3,6.4,8,8,8,6,7,6,8,7,8,7,9,8,3.2,1.6,2.8,1.7,0,1.2,0,0,2.8,0,0,1.6,1.24,87.6,Placed,2026-08-12 18:00:00
231FA04897,CSE,2027,8.56,Yes,6,4,1,7.9,10,5.1,5.9,7.9,9.9,6.3,10,7.3,4.7,9.2,6.6,8,8,9,6,7,7,7,6,8,7,8,9,0.1,0,3.9,0.1,0,0,0.7,0,0.7,2.3,0,2.4,0.85,91.5,Placed,2026-08-13 00:00:00
231FA04898,CSE-DS,2027,8.79,Yes,4,1,3,7.6,4.9,6.1,5.1,5,7.1,7.7,6.3,5.2,5.4,7.5,7.2,9,8,8,7,9,7,7,6,7,7,8,9,1.4,3.1,1.9,1.9,4,0,0,0,1.8,1.6,0.5,1.8,1.5,85,Placed,2026-08-13 06:00:00
231FA04899,CSE,2027,8.4,Yes,3,4,3,7.8,9.2,8,7.8,10,7,10,9.1,6.9,8.3,7,5.5,9,7,8,8,8,6,7,7,7,8,7,8,1.2,0,0,0.2,0,0,0,0,0.1,0,0,2.5,0.33,96.7,Placed,2026-08-13 12:00:00
231FA04900,CSE,2027,7.33,Yes,6,4,2,7,5.2,7.3,8,6.7,7.3,7.3,8.1,7.1,6.6,8,7.2,8,8,7,8,8,7,7,6,8,8,8,9,1,2.8,0,0,1.3,0,0,0,0.9,1.4,0,1.8,0.77,92.3,Placed,2026-08-13 18:00:00
231FA04901,CSE,2027,7.95,Yes,3,1,0,3.9,6.2,6,6.8,6.7,4.2,4.7,5.4,6.7,8,4.6,5.8,9,8,7,8,8,7,8,7,7,7,8,8,5.1,1.8,1,1.2,1.3,2.8,3.3,1.6,0.3,0,3.4,2.2,2,80,Not Placed,2026-08-14 00:00:00
231FA04902,CSE,2027,7.63,Yes,5,4,4,7.2,6.1,7.3,8,6.3,7.6,7.1,5.8,7,7.8,9,9.3,8,7,8,8,9,7,6,7,8,7,8,8,0.8,0.9,0.7,0,2.7,0,0,1.2,1,0,0,0,0.61,93.9,Placed,2026-08-14 06:00:00
231FA04903,CSE,2027,6.97,No,0,4,1,5.9,5.9,6.7,6,8.2,6.8,6.7,7.5,6.9,7,7,6.5,7,8,8,8,8,7,6,6,7,7,8,8,1.1,2.1,1.3,2,0,0.2,0,0,0.1,0,1,1.5,0.78,92.2,Placed,2026-08-14 12:00:00
231FA04904,CSE-AIML,2027,7.89,No,0,4,3,5.9,9.2,5.9,9.1,7.4,6.2,7.7,8,9.1,5.4,6.8,8.7,8,8,7,7,8,6,7,7,7,7,8,8,2.1,0,1.1,0,0.6,0,0,0,0,1.6,1.2,0,0.55,94.5,Placed,2026-08-14 18:00:00
231FA04905,CSE,2027,6.77,Yes,6,4,1,7.7,7.4,8.7,6.6,3.8,6.4,9.3,7.2,5.8,8.5,7.9,7,9,8,8,7,8,7,7,6,8,7,8,7,1.3,0.6,0,0.4,4.2,0.6,0,0,2.2,0,0.1,0,0.78,92.2,Not Placed,2026-08-15 00:00:00
231FA04906,CSE-DS,2027,8.54,No,0,2,3,7.6,5.6,6.4,6.8,8.3,6.2,6.9,8.7,10,5.8,7.1,5,9,7,8,8,8,6,8,7,7,8,8,7,1.4,1.4,1.6,1.2,0,0,1.1,0,0,2.2,0.9,2,0.98,90.2,Not Placed,2026-08-15 06:00:00
231FA04907,CSE-DS,2027,7.3,No,0,4,4,6.9,6.6,8.5,5.5,5.3,8.9,6.2,7.2,7.3,6,6,8.4,7,8,7,6,8,7,7,6,7,7,8,8,0.1,1.4,0,0.5,2.7,0,0.8,0,0,1,2,0,0.71,92.9,Placed,2026-08-15 12:00:00
231FA04908,CSE,2027,7.8,Yes,6,3,2,7.8,7,6.8,7.4,7.5,8.6,7,7.5,7.9,7.9,8.8,7,9,8,8,7,8,7,7,8,7,7,8,8,1.2,1,1.2,0,0.5,0,0,0.5,0,0,0,1,0.45,95.5,Placed,2026-08-15 18:00:00
231FA04909,CSE,2027,7.86,Yes,6,2,2,6.2,6.4,7.7,6.7,9.7,6.9,5.7,7.3,8.8,5.9,5.8,6.6,7,8,7,7,7,7,8,7,8,8,8,8,0.8,1.6,0,0.3,0,0.1,2.3,0,0,2.1,2.2,1.4,0.9,91,Placed,2026-08-16 00:00:00
231FA04910,CSE,2027,7.46,Yes,3,4,0,6.1,5.2,4.9,7.2,7.8,6,6.8,7.1,5.5,7.9,7.1,7.5,8,8,9,7,8,7,7,6,6,7,8,8,1.9,2.8,4.1,0,0.2,1,0.2,0,0.5,0,0.9,0.5,1.01,89.9,Placed,2026-08-16 06:00:00
231FA04911,CSE-AIML,2027,8.09,No,0,2,3,7.6,9.8,5.5,5.7,8.9,7.6,6.9,6.2,6.5,6.5,4.9,8,9,9,9,8,9,6,7,7,8,7,7,8,1.4,0,3.5,2.3,0.1,0,0.1,0.8,1.5,0.5,2.1,0,1.02,89.8,Placed,2026-08-16 12:00:00
231FA04912,CSE,2027,7.29,No,0,1,2,3.9,5.4,5.9,9.1,6.3,6.8,5.3,7.5,9.9,7.1,6,3.9,9,9,7,7,7,7,6,7,7,7,8,7,5.1,3.6,1.1,0,0.7,0.2,0.7,0,0,0,2,3.1,1.38,86.2,Not Placed,2026-08-16 18:00:00
231FA04913,CSE-AIML,2027,8.3,Yes,5,3,3,8,5.9,6.2,8.3,6.6,7,8.1,6.3,5.5,7.7,8.1,6.4,8,9,8,7,7,7,7,8,7,6,8,8,0,3.1,1.8,0,0.4,0,0,1.7,1.5,0,0,1.6,0.84,91.6,Not Placed,2026-08-17 00:00:00
231FA04914,CSE,2027,6.64,Yes,6,2,2,5.8,5.3,7.5,9,7.8,6.5,7.5,5.6,7.1,5.3,6.5,8,9,8,7,7,8,7,8,7,7,6,8,8,3.2,2.7,0,0,0.2,0.5,0.5,1.4,0,0.7,1.5,0,0.89,91.1,Not Placed,2026-08-17 06:00:00
231FA04915,CSE-AIML,2027,7.74,Yes,8,2,6,8.2,7.9,7.7,6.2,7.3,8.1,6.9,6.9,6.6,6.8,6.2,7.2,8,9,8,7,8,7,8,7,7,6,8,9,0,1.1,0.3,0.8,0.7,0,1.1,0.1,0.4,0,1.8,1.8,0.68,93.2,Placed,2026-08-17 12:00:00
231FA04916,CSE,2027,9.1,Yes,3,3,3,6.9,5.5,10,6,7.2,7.4,6.7,7.2,6.3,8.2,7.3,8.2,7,7,8,7,8,7,7,8,7,7,8,8,0.1,1.5,0,1,0.8,0,0.3,0.8,0.7,0,0.7,0,0.49,95.1,Placed,2026-08-17 18:00:00
